ID,String
30550,General Cao's Chicken
30551,Vivo Burrito
30552,Blue Keycard
30553,Green Keycard
30554,Red Keycard
30555,Gray Keycard
30556,Teal Keycard
30557,Yellow Keycard
30580,Tetrahydrocannabinol
30581,Amyl Nitrite
30582,Butyl Nitrite
30583,Dexedrine
30584,Biphetamin
30585,Neurotonin
30586,Polycodeine
30587,Methedrine
30588,Polydichloric Euthemal
30589,Oxazoline
30590,Opiatech
30591,Phencyclidine
30592,MDMA
30593,Neoamphetamine
30594,Benzedrine
30595,Desoxyn
30596,Ritalin
30597,X-Dopamine
30598,Cocaboline
30599,Anabolica
