ID,String
40150,The need to stay in a healthy mental state during combat has caused PreMet Collision armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
40151,"Incorporating a layer of non-newtonian fluid, Dilatant armor has a “bend or break” counteractive effect on incoming projectiles. This system is very light compared to the ablative plating of most armors."
40152,"Modern threats require modern solutions, and this cutting-edge energy dispersal armor is that solution. Marketed to corporate commandos going up against their technophilic competitors, it has a glossy, futuristic aesthetic."
40153,"Upon the discovery of the xenomorph colony on Necars Field, and the subsequent discovery of the incredible resilience of the alien carapace, research began immediately to study potential military applications of the procured xenomorph components. The result is this unique set of armor, whose organic appearance reflects the origin of its component parts."
40154,"Part of the set of prototype armor stolen from the Galactic Intelligence Service by the organization colloquially known as the Men in Black, and subsequently released for purchase in limited quantities in order to sustain the MIB's continued rebellion."
40155,"To top off your Halloween costume, this helmet will truly make you look as threatening as a Black Shuck."
40156,"To top off your Halloween costume, this helmet will truly make you look as threatening as an Echion."
40157,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Stabilized armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
40158,"The Pythica Durable Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
40159,"A blend of CryoTech Industries’ four main lines of combat armor, this armor employs miniature nano-injectors of all varieties to treat physical fatigue in each of its forms. "
40160,This sleek pair of acetate frames are both light-weight and comfortable.
40161,"The classic design of these glasses is still a hit in the modern Dominion, and gives an elegant look of sophistication"
40162,"A little bit retro, a little bit contemporary, they work for pretty much everyone."
40163,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40164,A new era brings new designs. These are ultra modern and ultra light optical protectors.
40165,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40166,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40167,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40168,"A cancelled military prototype into ocular augmentation lead to this strange design. They still look cool, though."
40169,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40170,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40171,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40172,A new era brings new designs. These are ultra modern and ultra light optical protectors.
40173,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40174,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40175,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40176,A new era brings new designs. These are ultra modern and ultra light optical protectors.
40177,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40178,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40179,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40180,A new era brings new designs. These are ultra modern and ultra light optical protectors.
40181,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40182,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40183,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40184,A new era brings new designs. These are ultra modern and ultra light optical protectors.
40185,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40186,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40187,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40188,A new era brings new designs. These are ultra modern and ultra light optical protectors.
40189,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40190,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40191,The modern rectangle-shaped glasses from ALM designs are known throughout the Global Dominion.
40192,A new era brings new designs. These are ultra modern and ultra light optical protectors.
40193,A classic pair of unisex semi-rimless glasses with a stylish monel metal finish.
40194,Made for all outdoor activities or just looking good sipping a latte at Moes bar.
40195,The sunglasses made popular by the agents of the Galactic Intelligence Service.
40196,"A fantastic pair of glasses, these shades will make you are traveling in style."
40197,"The sunglasses made popular by the agents of the Galactic Intelligence Service. Despite being purpose-made for the GIS, it has been released for purchase by the average citizen in limited supply in order due to popular demand."
