ID,String
31000,NeoPunk Shirt (Male)
31001,Fusion Spider (Male)
31002,Snakeskin Shirt (Male)
31003,Adama Jacket (Male)
31004,Von Neumann Jacket (Male)
31005,Menasco Sports Jacket (Male)
31006,Gun Metal Overcoat (Male)
31007,D.I.R.T. Trenchcoat (Male)
31008,STS Trenchcoat (Male)
31009,MegaCorp Shirt (Male)
31010,Space Golf Attire (Male)
31011,Office casual (Male)
31012,Refined Jacket (Male)
31013,Gentleman's Jacket (Male)
31014,H.G.Willams Jacket (Male)
31015,Doberman Trenchcoat (Male)
31016,Enfield Overcoat (Male)
31017,Empire Trenchcoat (Male)
31018,Santa Coat (Male)
31019,GIS Coat (Male)
31020,Exile Overcoat (Male)
31021,Staff Shirt Casual (Male)
31022,Staff Shirt Formal (Male)
31023,Swamp Trenchcoat 1 (Male)
31024,Swamp Trenchcoat 2 (Male)
31025,Jack-o'-lantern Shirt (Male)
31026,Flaming Skull Shirt (Male)
31027,Black Shuck Jacket (Male)
31028,Echion Jacket (Male)
31029,Midnight Black Jacket (Male)
31030,White Lightning Jacket (Male)
31031,Nightwalker Trenchcoat (Male)
31032,Black Shadow Trenchoat (Male)
31033,Vampire Robe (Male)
31034,Nub Shirt (Male)
31035,Gingerbread Shirt (Male)
31036,Cyber Black (Male)
31037,Shadow's Shirt (Male)
31038,Black Businessman's Jacket (Male)
31039,Blue Businessman's Jacket (Male)
31040,Unlimited Secret Blouse (Female)
31041,Chromian Designs Blouse (Female)
31042,Raining Thunder (Female)
31043,Oriental Designs Jacket (Female)
31044,Running Jacket (Female)
31045,Authoritarian Jacket (Female)
31046,Aurelian Design Trenchcoat (Female)
31047,White Trenchcoat of Purity (Female)
31048,Lightning Coat (Female)
31049,Bejiffy Trendy Shirt (Female)
