ID,String
22450,Squirrel
22451,Alien Egg
22452,Replication Unit
22453,Replication Unit (Rusty)
22454,[Vehicle] Layland
22455,[Vehicle] Layland Blue
22456,[Vehicle] Layland LED
22457,[Vehicle] Layland CMG
22458,[Vehicle] Layland Red
22459,[Vehicle] Taxi
22460,[Vehicle] Taxi 2
22461,[Vehicle] Cityhopper 1
22462,[Vehicle] Cityhopper 2
22463,[Vehicle] Cityhopper 3
22464,[Vehicle] Cityhopper 4
22465,[Vehicle] Cityhopper 5
22466,[Vehicle] Cityhopper 6
22467,[Vehicle] Cityhopper 7
22468,[Vehicle] Cityhopper 8
22469,[Vehicle] Cityhopper 9
22470,[Vehicle] Cityhopper LED
22471,[Vehicle] Cityhopper FDC
22472,[Vehicle] Cityhopper GOM
22473,[Vehicle] Cityrover 1
22474,[Vehicle] Cityrover 2
22475,[Vehicle] Cityrover Mercs
22476,[Prop] Mining Tool
22477,[Prop] Drug Inhilator
22478,[Prop] Drug Injector
22479,[Prop] Drug Pills
22480,[Prop] Armor Vest
22481,[Prop] Ammo Clip
22482,[Prop] Medikit
22483,[Prop] Pizza
22484,[Prop] Sushi
22485,[Prop] Rock
22486,[Prop] ID-Card
22487,[Prop] Vortex Ticket
22488,[Prop] Multicom
22489,[Prop] Mission Checkin
22490,[Prop] Bar Module 1
22491,[Prop] Bar Module 2
22492,[Prop] Cargo Box
22493,[Prop] Machine
22494,[Prop] Comm Tower
22495,[Prop] Generator
22496,[Prop] Plasma Generator
22497,[Prop] Portable Power Generator
22498,[Prop] Reception Module
22499,[Prop] Rusty Crate
