ID,String
40552,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Blue Lock Box."
40553,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Green Lock Box."
40554,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Red Lock Box."
40555,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Gray Lock Box."
40556,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Teal Lock Box."
40557,"Available on the marketplace at http://www.faceofmankind.com/marketplace/store, this key will unlock the Yellow Lock Box."
40580,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40581,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40582,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40583,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40584,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40585,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40586,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40587,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40588,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40589,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40590,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40591,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40592,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40593,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40594,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40595,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40596,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40597,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40598,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
40599,A chemical compound specifically designed to enhance certain characteristics and increase combat performance.
