ID,String
30500,Black Dress Shoes (Male)
30501,Brown Dress Shoes (Male)
30502,White Dress Shoes (Male)
30503,Indirect Design Shoes (Male)
30504,Silent Whisper Shoes (Male)
30505,Fear To Tread Shoes (Male)
30506,Perfect Step Shoes (Male)
30507,Milatech Shoes (Male)
30508,Discreet Dress Shoes (Male)
30509,Fine Line Shoes (Male)
30510,Lizard Tech Blue Shoes(Female)
30511,Lizard Tech Black Shoes (Female)
30512,Scarpa Runner Shoes (Female)
30513,Scarpa Solid Shoes (Female)
30514,Scarpa Funk Shoes (Female)
30515,Zapato Dichromatic Boots (Female)
30516,Zapato Classic Boots (Female)
30517,Zapato Studded Boots (Female)
30518,Zapato Light Ankle Boots (Female)
30519,Zapato Dark Ankle Boots (Female)
30520,Esporte All-Terrain Shoes (Male)
30521,Esporte Comfort Shoes (Male)
30522,Esporte Hiking X Shoes (Male)
30523,Esporte Waterproof Shoes (Male)
30524,Klasse Arrow Ankle Boots (Female)
30525,Esporte Runner Shoes(Female)
30526,Klasse Avenir High Boots (Female)
30527,Klasse Streamline Ankle Boots (Female)
30528,GIS Shoes (Male)
30529,GIS Shoes (Female)
30530,Aquatican Brew
30531,Nano Bite Burger
30532,Pulse Mineral Water
30533,Mystical Cola
30534,Ginnan Sushi
30535,Flying Orange
30536,DoubleCheese Mystique
30537,Orange Easter Egg
30538,Red Easter Egg
30539,Fake Easter Egg
30540,Yellow Easter Egg
30541,Colonial Easter Egg
30542,Blue Lock Box
30543,Green Lock Box
30544,Red Lock Box
30545,Gray Lock Sphere
30546,Teal Lock Box
30547,Yellow Lock Box
30548,Lottery Ticket
30549,SquiglyPig Milk
