ID,String
40800,A very stylish leather jacket with a grey t-shirt.
40801,Liked to be worn on any occasion by some researchers.
40802,Usually worn by those on patrol.
40803,Casual fatigue type top for the enlisted.
40804,Casual fatigue type top.
40805,Casual top with flattering print pattern.
40806,Informal fatigue type top suitable for mining.
40807,Three tone casual fatigue top for company staff.
40808,Attractive two-tone casual top for company staff.
40809,A stylish blouse designed by the famous Marquis de Auralius.
40810,Two tone patrol jacket for female employees.
40811,Two tone formal jacket for female employees.
40812,Fatigue type jacket for the enlisted.
40813,Standard female jacket for the enlisted.
40814,Casual day blouse jacket.
40815,Formal blouse jacket.
40816,Casual black with red striped accents day jacket.
40817,Casual day jacket which is attractive and functional for females.
40818,Formal female jacket with red accents on the collar flap and cuffs.
40819,Durable casual day jacket for female staff.
40820,Durable and stylish two tone jacket for female staff.
40821,Smart looking formal jacket with flared cuffs for female employees.
40822,'The world’s brave defenders are always at the ready.
40823,For those not afraid to act in aggression to defend their assets.
40824,The world’s brave defenders are always at the ready.
40825,For those not afraid to act in aggression to defend their assets.
40826,For those charged with the defense of all Dominion citizens.
40827,For those charged with the defense of all Dominion worlds and assets.
40828,The protests of the moment are legendary.
40829,Anarchy is an art form.
40830,The assassin is cold and cunning.
40831,Miners must always be well protected from the elements.
40832,Miners must always be well protected from the elements.
40833,"A supposed aerodynamic shirt, no evidence backs this up however."
40834,This Jacket codenamed 'Primary' was the first type of Jacket sold to women by PermaLast.
40835,"Meant to challenge a male dominant clothing market, this is a jacket for the strong and independent woman."
40836,A beautifully designed jacket from Oriental Designs.
40837,Special designed material from Vortex Inc. that keeps you cool in the hottest of places.
