ID,String
10551,The ubiquitous subsidized public housing provided by the Global Dominion's Department of Housing and Development.
10552,"Built for the absolute poorest of society. Typically offers the most basic of amenities, although disliked for its shoddy workmanship."
10553,A very low-cost housing solution for the immense numbers of Colonization and Mining Guild workers assigned to terraform the colonies.
10554,"A modest, but stylish apartment. Features very subtle French architecture which gives it a unique appearance."
10555,"A fair-sized apartment that utilizes traditional Japanese construction materials and techniques, giving it a unique and serene appearance."
10556,"Severely lacking in space, the Underwater Flat is reminiscent of a space-constrained submarine, albeit more with more stylish furnishings."
10557,Considered to be good value for money consider the large floor space for its relatively low price. Its architecture is typical of residences in Manhattan.
10558,"Despite its dilapidated appearance, this apartment offers all the creature comforts necessary for day-to-day living at rock-bottom prices."
10559,This relatively spacious apartment still betrays the harsh colonial environment it was constructed for through its utilitarian and drab architecture.
10560,"A very well-furnished apartment with French design, this apartment is built for comfort with the latest household appliances and furniture included."
10561,A distinctive Japanese atmosphere can be found in this apartment through its warm lighting provided by traditional lanterns and wooden architecture.
10562,"Considering the architectural difficulties of building underwater dwellings, this apartment impresses with its size and modern design, reinforcing the surrealism of living underwater."
10563,"A much sought-after apartment characteristic of those found on Manhattan. It is known for its modern and sensible style, emanating warmth and comfort."
10564,A staple of heavily industrialized areas on both Earth and the colonies. Popular with undesirable elements of society despite its relatively spartan and industrial architecture.
10565,"Although lacking in aesthetics, the Colonial Suite designed for the top managers of the Colonization and Mining Guild's terraforming projects on the colonies boasts a large floor space."
10566,Featuring with a two-storey design with ample floor space often used for parties under a massive skylight allowing a panoramic view of the night sky.
10567,"Designed by famed architect Fukuzawa Yuuichi, resembling the opulent housing of the ancient samurai in Japan, but with significant stylistic touches reflecting the present."
10568,The largest underwater dwelling built to alleviate the burgeoning problem of land shortages. Features large portholes for a stunning view of the oceans.
10569,"Favored by organizations operating on the fringes of the law, built 0.5km underground with industrial level utilities that allows extended periods of seclusion from society."
10570,Replete with state-of-the-art equipment and facilities that facilitate effective command and control over tactical situations.
10571,The perfect picture of opulence and excess favored by the Dominion's mega-corporations as a luxurious gathering place for their top executives.
10572,"Once the prize of the Dominion military, the Arcturus class battle freighter features everything from training facilities to communications systems, making it the perfect base of operations."
10573,"Originally created as an extension to the DeMorgan's Castle Prison Colony, this module has instead been mass produced for distribution as an apartment in an effort to minimize public conflict."
10574,A luxurious apartment filled with the subtleties of any modern home.
