ID,String
40850,Patrols are long and hard. One must be ready for anything.
40851,One must always be ready to fight at a moment's notice.
40852,For those that can turn peace into chaos in the blink of an eye.
40853,The art of anarchy is well known.
40854,"War is the statesman's game, the priest's delight, the lawyer's jest, the hired assassin's trade."
40855,The brave defenders of the world are always ready.
40856,Miners must be willing to delve deep within the many worlds.
40857,For those that have turned refining into an art form worthy of any museum.
40858,Miners must be willing to delve deep within the many worlds.
40859,For those that are the protectors of the Dominion citizens.
40860,For those that are the defenders of the peace.
40861,May the wearer of this coat remember the Phoenix.
40862,Not just the Brothers exist in the darkness.
40863,For those that are as ravenous as the black widow.
40864,For those companies that boast some of the best and bravest explorers in the universe.
40865,This trench coat allows for the necessary movement of combat as well as the utility of a trenchcoat.
40866,"Created by one of the most famous clothing designers in Global Dominion history, this is a top of the line trench coat meant to make you truly stand out."
40867,The creator's name of the concept for this coat was lost centuries ago.
40870,For those that have long seen themselves as the protectors of the innocent.
40871,The path of the peace maker is not an easy one.
40872,Employees can enjoy the latest style designed into this robe
40873,"This robe was once given to only the most Veteran of the dark groups, now it has found use among the ranks."
40874,Working as a miner has its benefits.
40875,Companies should take pride in its employees.
40880,This skirt was designed with the style conscious officer in mind.
40881,This skirt is a favorite among female agency workers.
40882,A new line of skirts designed with the latest generation in mind.
40883,Who says defense can't be beautiful?
40884,The Light Skirt is now a mainstay of the modern day peace makers.
40885,The women of the clans are every bit as tough as their male counterparts.
40886,This skirt memorializes the sacrifices the clans have given.
40887,Death is beautiful while wearing this skirt.
40888,This skirt has been used for years by the women of the clans.
40889,The female miners are always some of the best dressed.
40890,Companies should take pride in its employees.
40891,"Due to overwhelming demand, this skirt was mass produced for female employees."
40892,Perfect for everyday use.
40893,A perfect option for those special occasions.
40894,A very stylish skirt worn by only the best and brightest.
40895,"A great plaid skirt, great for use anytime."
