ID,String
14250,Laslow Hall
14251,Thoroughfare
14252,The Offliner Hotel
14253,Blue Canyon
14254,Antimatter Compressor
14255,Aqua Cave
14256,Planetary Market
14257,The Annex
14258,Cafe Reezs
14259,Cathedral
14260,Sickbay St. Katharina
14261,Military Surveilance
14262,Pax Industrial Access
14263,Earth Line
14264,Vantage Point
14265,Pax Central Security
14266,Dominion Laboratories
14267,Biological Laboratories
14268,Particle Accelerator
14269,Colony Backbone
14270,Tiergarten
14271,Aquarium
14272,eMarkt
14273,Vortex Tier
14274,Spreeblick Apartments
14275,Budapester Strasse
14276,Keithstrasse
14277,Abandoned Commercial Center
14278,North Aquarium Entry
14279,U-Bahn
14280,Kanalisation
14281,Alexanderplatz
14282,Altes Reisezentrum
14283,The Brandenburg Gate
14284,Pariser Platz
14285,Kurfürstendamm
14286,Apotheke Kurfürstendamm
14287,LUX Kurfürstendamm
14288,Brandenburgische Strasse
14289,Oberlauf
14290,Zentrales Lagerhaus
14291,Bar Alexandria
14292,Berlin Underground
14293,The Mall
14294,CMG Headquarters
14295,Harbor Warehouse
14296,Harbor
14297,Harbor Vortex
14298,Hospital
14299,Perspective Wall
