ID,String
40900,Any agency worker will tell you comfort is great appreciated during their long patrols.
40901,The defense of the Global Dominion and the safety of its citizens is paramount.
40902,Armies are often called to defend a company’s assets and these trousers offer the mobility for the soldier to adapt to any situation.
40903,"For those groups that often carry out strategic strikes against their enemies, and these trousers are just as tough as the soldier wearing them."
40904,For those that gain respect through protest.
40905,"The peacemakers are sometimes forced into armed conflict, these trousers are designed with that in mind."
40906,"For those that exist in the shadow, the skirt reflects this."
40907,The assassins of clans are some of the best in the universe.
40908,The assassin is a master of both offense and defense and their clothing reflects this.
40909,The deep mines require only the finest leg protection.
40910,The production specialists of companies have one of the toughest jobs in the universe and their clothing shows it.
40911,If their assets are in danger the company’s defense force is ready to answer the call.
40912,Miners have been to some of the deepest and darkest places in the universe and their clothing must always be ready for anything.
40913,For those not afraid to defend their assets and their defense force is always ready.
40914,"Technicians are sent to the most remote outposts of humanity on a daily basis, their clothing must be ready to face constant wear."
40915,For those always ready to defend their worlds from any threat.
40916,Worn by women who want to appear fierce and powerful.
40917,Worn by older military veterans and tech support employees.
40918,"Named thus because they’re made of recycled materials, this is the most eco friendly pair of pants in the galaxy.."
40919,These trousers were popularized during an anarchist uprising.
40920,The assassin must be a patient hunter.
40921,These trousers are often worn by engineers and other women unafraid to dirty themselves by working.
40922,"These trousers, made for colonists, are pure utility."
40923,"These modern pants may be too flashy back on earth, but colonists tend to be young and hip."
40924,Another amazing design by Faded Beauty.
40940,These trousers were standard issue for the officers of DeMorgan's Castle before fashion mogul Rick Wopplepot introduced them to the public.
40941,Pants made for combat in forested or grassy environments.
40942,For some reason these pants have become a favorite among dealers.
40943,Made for the dissident who knows you don’t have to compromise style to fight the man.
40944,The modern assassin is a master of both offense and defense and their clothing must be able to adapt with them.
40945,Made for open field combat in brown environments.
40946,"Made for urban combat, these pants fit comfortably beneath armor."
40947,Conservative pants for the conservative businesswoman on the move.
40948,Because nothing says assault like bright green.
40949,For those torn between bluejeans and slacks.
