ID,String
40000,This Item does not have a description yet.
40001,"As standard a handgun as will be found in The Dominion, the Inflex can take standard 9mm ammo. Originally produced by Isotech, it is now widely constructed (often illegally) due to its wide design."
40002,"A handgun for the new age. Accurate, lightweight, quiet and efficient- the Ryx 7 is the sidearm of choice for countless security forces. Using energy cells ensures a power source is never far away."
40003,"One of the most powerful projectile weapons widely available. Used heavily by Dominion Military, the RGI-9 combines accuracy and firepower in a single package, with the inclusion of a 3x scope."
40004,"Pain is the Infineon's trademark. Lethal beams of energy, the same as is used in vortex technology, are used to literally rip the target to shreads at the molecular level, causing untold agony."
40005,"Standard double-edged combat knife, designed by Federated Arms. A true warrior's tool."
40006,"A 'tazer' of kinds that have been seen for centuries. By passing uncountable levels of electricity through a victim, it renders the target incapacitated. Effectiveness is reduced against armoured targets."
40007,"Hand grenade by Federated Arms, causing a heavy hot fusion reaction, and operates on a five second fuse."
40008,"Grenade by Militek Electronics, causing a heavy electro-magnetic pulse. Drains the bio-electrical supply of those caught in the blast, terminating augmentations until they can be recharged. Uses a five second fuse."
40009,"A tough, durable submachine gun, the Techtronic has seen heavy use by the less sociable elements of The Dominion. This weapon uses 6mm rounds."
40010,The ubiquitous energy pistol by Gakk Industries which discharges the distinctive particles characteristic of the HR420. Popular with civilians for its reliability and affordability.
40011,"The Linner PP7 is a rifle developed specifically for mid range combat. It is amongst the most accurate of the rifles due to its constant, measured rate of fire. The PP7 also inflicts higher amounts of damage per projectile as opposed to a projectile fired from the RGI 9. In the right hands, it can be as lethal if not more lethal than any other ballistic weapon. It uses reinforced 7.62mm ammunition and is also equipped with a 5x scope."
40012,"Popularly known as simply 'DOA', this Techtronic weapon discharges supercharged particles which are hot enough to cauterize flesh and melt the highest grades of armor. Note: This weapon is not available for trainees!"
40013,"After intense competition between rival arms manufacturers in the concussion grenade market, Salvotec emerged from the fray with the HP220, subsequently monopolizing the market with its unprecedented damage, almost zero rate-of-failure, and overall reliability in battlefield conditions. Popularly used by anti-Dominion forces for harassment purposes after a glut in the market caused the prices for the HP220 to fall drastically, making it relatively easily obtainable. Note: This weapon is not available for trainees!"
40014,Electromagnetic pulse grenade designed to counter prevalent use of bioaugmentations by draining the bioenergy of any personnel caught in the blast. Note: This weapon is not available for trainees!
40015,Gakk Industries' mainstay lightweight sub-machine gun utilising ballistic rounds; featuring high-capacity magazines and high rate-of-fire.
40016,"Hallem Industries' famed high-powered sniper rifle specially reinforced through molecular reconstruction to withstand the pressure of the large-caliber rounds custom made for this weapon. Featuring a 7x zoom scope, the TAR7 has been adopted officially by the Freedom Defense Corps for use by infantry sharpshooters. Note: This weapon is not available for trainees!"
40017,"The Former CEO of Gakk Technology Henry Wakemen has released newly founded Protonix Industries first sidearm. The Barracuda is aimed at taking on rival company Enfield using an old ballistic style firing system which the company says will ensure the safety of those targetted. It's a non-lethal civil enforcement armament, designed for use by GD personnel at close range to knock the fighting ability out of a target."
