ID,String
20650,Ability to produce heavy energy armor %1!u!%% faster.
20651,none
20652,none
20653,none
20654,none
20655,Ability to produce medikits %1!u!%% faster.
20656,Ability to produce injectors %1!u!%% faster.
20657,Ability to produce mechanical augmentations %1!u!%% faster.
20658,Ability to produce nanomachine augmentations %1!u!%% faster.
20659,none
20660,Ability to produce deployable objects %1!u!%% faster.
20661,Ability to produce bypass hacking tools %1!u!%% faster.
20662,Ability to produce infiltration hacking tools %1!u!%% faster.
20663,none
20664,none
20665,Increases damage by %1!u!%%.
20666,Increases damage by %1!u!%%.
