ID,String
40050,"Remaining virtually unchanged for 300 years, 9mm rounds have long since proven their durability in comparison to more high tech variants."
40051,Energy cells consist of plasma which is - in compressed form - able to destabilize the target upon impact. They are slowly but surely replacing traditional projectiles as the ammunition of choice.
40052,Standard issue 7.62mm rounds used in all major rifles.
40053,Energy cells consist of plasma which is - in compressed form - able to destabilize the target upon impact. They are slowly but surely replacing traditional projectiles as the ammunition of choice.
40054,Energy cells consist of plasma which is - in compressed form - able to destabilize the target upon impact. They are slowly but surely replacing traditional projectiles as the ammunition of choice.
40055,Standard 5.54mm rounds used in a variety of small arms.
40056,7.62mm rounds reinforced with special steel to provide extra penetrating power.
40057,9mm rounds made of rubber.
40058,7.62mm rounds made of rubber.
40059,"7.62mm rounds with small electromagnets inside that activate upon impact, creating small pulses which damage machines."
40080,"A relatively new innovation, biocells are a disposable energy supply which can interface directly with your body's neural system, and recharge the energy supply used to power augmentations."
40081,"A small, disposable treatment kit. Healing times are long, but the production is cheap."
40082,An average sized treatment kit. Provides standard healing times with good item production costs.
40083,"A large treatment kit, containing sufficient materials to stabilize and maintain a patient's health quickly and efficiently. Healing is fast, but production is not cheap."
40084,"A fully stocked treatment kit, including surgical implements and a range of experimental medicines. This kit provides the best healing times, but is expensive in production."
40085,"A portable means of providing an intramuscular infusion of restorative nanomachines, utilizing freon gas compressed to 1500 atmospheres. Requires care to ensure nanomachines are infused into areas that have a high concentration of blood capillaries to ensure maximum dispersal rates."
40086,"An advanced version of a means of providing an intramuscular infusion of restorative nanomachines, utilizing freon gas compressed to 1500 atmospheres. Due to improvements in the nanomachines utilized, the autoinjector can be administered to any part of the body with no decrease in efficacy, as well as have a higher rate of healing overall. As this is still a prototype, it has not been made available to the general public for use and production."
40087,"Containing a single dose of adrenaline, this item was originally designed for the military for use in combat to give soldiers the strength to endure strenuous physical activity for a period longer than they would normally be able to. The adrenaline is injected intramuscularly by a disposable canister of compressed freon."
40088,"Containing electrolytes saturated with organic energy particles, this item was originally designed for the military for use in combat to give soldiers a near immediate infusion of bioenergy. Due to the relatively small amount of bioenergy it replenishes, it was prescribed to be used only in emergencies The electrolytes are injected intramuscularly by a disposable canister of compressed freon."
