ID,String
3100,- Please select world! -
3101,NYC - Manhattan
3102,NYC - Brooklyn
3103,Tokyo - Upper
3104,Apartment
3105,Earth
3106,Necars Field
3107,Paris
3108,Testing
3109,Berlin
3110,Tokyo - Lower
3111,Andromeda City
3112,New Haven
3113,Ganymede
3114,DeMorgans Castle
3115,Keplers Dome
3116,Moon Base
3117,Space Station Genesis
3118,NYC - Ground Zero
3119,Bookers Valley
3120,Epsilon Eridani
3121,Terra Venture I
3122,Dominion Exodus
3123,Espen Paradise
3124,Aquatica
3125,Pegasi 51
3126,Aurelia
3127,Pax Prime
3128,Ceres Delta
3129,Titan Station
3130,Cloning Facility
3131,Training Center
3133,All Worlds
3134,Earth
3140,SAFEZONE
3141,CLASS I WORLD
3142,CLASS II WORLD
3143,CLASS III WORLD
3144,CLASS IV WORLD
3145,CLASS V WORLD
