ID,String
10500,All
10501,City Flat
10502,Rathole
10503,Colonial Flat
10504,French Flat
10505,Japanese Flat
10506,Underwater Flat
10507,City Apartment
10508,Cellar
10509,Colonial Apartment
10510,French Apartment
10511,Japanese Apartment
10512,Underwater Apartment
10513,City Suite
10514,Ramshackle Hut
10515,Colonial Suite
10516,French Penthouse
10517,Japanese Penthouse
10518,Underwater Suite
10519,Underground Headquarters
10520,Tactical Headquarters
10521,City Tower Offices
10522,Arcturus Class Freighter
10523,Prison Duel Arena
10524,Backer Safehouse
