ID,String
41600,"Fashioned from a very rare member of the Cucurbitaceae family, this hat will serve as a symbol of your determination and ability to get what you want. Not to mention it's pretty scary."
41601,Tis the season and nothing says Christmas like walking around with a stylish snowman head!
41602,A woodland camoflage colored hat.
41603,A pair of fluffy toy bunny ears.
41604,This stylish hat has always been a sign of importance. Only the most refined individuals may wear it.
41605,"A staple of 19th century American apparel, this hat has always been the symbol of strong men everwhere."
41606,"Symbolic of pure good, this ring demonstrates your capacity for peace and love."
41607,"Symbolic of pure evil, these horns demonstrate your capcity for death and destruction."
41608,"Granted only to the most extravagant citizens, this status symbol represents your right to rule your own world, and all who inhabit it."
41609,"A reward for backing our Kickstarter campaign, this hat will make your dedication to the game clear."
