ID,String
32160,Brown Businesswoman's Trousers (Female)
32161,Brown Businesswoman's Skirt (Female)
32162,Grey Businesswoman's Trousers (Female)
32163,Grey Businesswoman's Skirt (Female)
32164,Pink Businesswoman's Trousers (Female)
32165,Pink Businesswoman's Skirt (Female)
32166,Purple Businesswoman's Trousers (Female)
32167,Purple Businesswoman's Skirt (Female)
32168,Street Gang Shorts (Female)
32169,Inspectors Pants (Female)
32170,Club Skirt (Female)
32171,Backer Skirt (Female)
32172,Incognito Shoes (Female)
