ID,String
17951,INVALID
17952,Basic Application
17953,Standard Procedures
17954,Advanced Application
17955,Emergency Medication
17956,Biology
17957,TODO
17958,Nanomachine Medication
17959,Physical Education
17960,Light Ballistic Protection
17961,Heavy Ballistic Protection
17962,Alternative Armor Technology
17963,Armor Efficiency
17964,Weight Training
17965,Light Energy Protection
17966,Heavy Energy Protection
17967,Energy Efficiency
17968,Physical Enhancement
17969,Decryption
17970,Infiltration
17971,Influence Manipulation
17972,TODO
17973,Mechanical Augmentation
17974,Nanomachine Augmentation
17975,Genetic Reconfiguration
17976,Bioelectric Efficiency
17977,TODO
17978,Zanathid 5 Inflex
17979,Ryx 7 Streamline
17980,Armalite Survival
17981,Techtronic 6x6
17982,TODO
17983,TODO
17984,RGI-9
17985,Orbit XB Infineon
17986,Enfield Life Protector
17987,FGz-78
17988,Militek EMP
17989,Hallem TAR7 Tactical Assault Rifle
17990,Chrono Enervon Pistol EP24
17991,Linner PP7
17992,Salvotec HP220
17993,EMP-Rv3
17994,Gakk MG6
17995,Protonix Barracuda
17996,Aurelian Technologies Dominator
17997,CryoTech Medigun CM1
17998,Frostbite
17999,HR420
