ID,String
50,Submit Changes
51,Produce
52,New Message
53,All
54,Add Player
55,Send
56,Previous
57,Next
58,Start Search
59,Confiscate UC
60,Impose Penalty
61,Issue Warning
62,Promote
63,Demote
65,Update Rewards
66,Next
67,View Report
68,Edit
72,Stop Agenda
73,Evaluate
76,Select All
78,Verify Name
79,Recharge Mining Tool
80,Unload Minerals
81,Register Murder
82,Most Wanted List
83,Back
84,Nano Surgery
85,Passive Treatment
86,Stamina Refreshment
87,Buy Clones
90,Enter Apartment
91,Sell Apartment
92,Buy Apartment
93,Open Doors
94,Close Doors
95,Set Access Code
97,Graphic Options
98,Audio Options
99,Controls
