ID,String
22401,"Hello Citizen and welcome to Face of Mankind!

During your journey through the Universe you will encounter many different kinds of people with different goals. Face of Mankind is all about social interaction, so try to communicate with other players and work together to achieve goals. You can find open faction applications in the faction manager tab. Factions pay/support their members while working toward a common goal.

Players and factions gain power through economic and militaristic force. In order to produce items one must first obtain raw materials. These can be found by using a mining tool or mining rig to extract minerals from rock surfaces on designated mining colonies/areas. These minerals can be recycled for a small amount of Universal Credits or refined into goods use schematics.

Players can also specialize in different types of weapons and armor to perform better in combat. Those who excel in combat can invest in tracking and start accepting bounty contracts through the bounty manager. Some players will be known for their excellent espionage skills. World Services, barriers, loot packs, and apartments all need to be hacked in order to control or access them. There are different security levels, so different types of hacking devices and different class devices are required.

After you complete character creation and leave your apartment, you will be sent to New York City - Brooklyn. There, you will find a tutorial NPC which will teach you all of the basics, and give you the skills, money, and equipment you'll need to get started in the world."
22405,- Please select type! -
22406,[Human] Player Model Type
22407,[Human] Male1 Type 1
22408,[Human] Male1 Type 2
22409,[Human] Male1 Type 3
22410,[Human] Male1 Type 4
22411,[Human] Male1 Type 5
22412,[Human] Male2 Type 1
22413,[Human] Male2 Type 2
22414,[Human] Male2 Type 3
22415,[Human] Male2 Type 4
22416,[Human] Male2 Type 5
22417,[Human] Male3 Type 1
22418,[Human] Male3 Type 2
22419,[Human] Male3 Type 3
22420,[Human] Male3 Type 4
22421,[Human] Male3 Type 5
22422,[Human] Male4 Type 1
22423,[Human] Male4 Type 2
22424,[Human] Male4 Type 3
22425,[Human] Male4 Type 4
22426,[Human] Male4 Type 5
22427,[Human] Male5 Type 1
22428,[Human] Male5 Type 2
22429,[Human] Male5 Type 3
22430,[Human] Male5 Type 4
22431,[Human] Male5 Type 5
22432,[Human] Female1 Type 1
22433,[Human] Female1 Type 2
22434,[Human] Female1 Type 3
22435,[Human] Female1 Type 4
22436,[Human] Female1 Type 5
22437,[Human] Female2 Type 1
22438,[Human] Female2 Type 2
22439,[Human] Female2 Type 3
22440,[Human] Female2 Type 4
22441,[Human] Female2 Type 5
22442,[Human] Female4 Type 1
22443,[Human] Female4 Type 2
22444,[Human] Female4 Type 3
22445,[Human] Female4 Type 4
22446,[Human] Female4 Type 5
22447,[Human] Alinea
22448,Repair Bot
22449,Rat
