ID,String
41151,Coal very rich on Carbon.
41152,Main raw material for aluminium production.
41153,"Rare light metallic element, interesting for alloys with Copper."
41154,High polymer organic substance.
41155,Consists a veriety of raw materials for chemical production.
41156,"Metallic chemical element, important for steel alloys."
41157,Stone including the important material Carbon.
41158,"Metallic chemical element, important for steel alloys."
41159,"Metallic chemical element, important for the production of conductors."
41160,"Toughest known mineral, used to concentrate light energy."
41161,Precious metallic for electronic conductors.
41162,Precious metallic element of the platinum group.
41163,"Most important metallic element, main part in most metal alloys."
41164,"Metallic chemical element, important for steel alloys."
41165,Flammable liquid substance that is drilled from underground and refined.
41166,"Metallic chemical element, important for steel alloys."
41167,"Living mass in organic cells, used for body treatment."
41168,"Gas consisting of free electrons and ions. If compressed through magnetic forces, it is able to release high energies."
41169,Precious metallic element for electronic conductors.
41170,"Nonmetallic chemical element, most important for CPU production."
41171,Precious metallic for electronic conductors.
41172,Light weighted rare metallic element used for titanium alloys.
41173,Rare metallic element used for production of strong steel.
41174,"H2O, nothing more, nothing less."
41175,Hard metallic element with a high melting point and conductive properties that make it great for electronics.
41176,"Radioactive, uranium-rich ore used for the creation of enriched uranium and plutionium for nuclear fission."
41177,Soft silver akali metal used in the creation of various batteries.
41194,Light-weighted metal gained from Bauxite.
41195,High quality metal alloy with Titanium instead of Iron.
41196,Standard metal alloy used for the production of many items.
41197,Higher grade steel alloy improved with Vanadium and Cobalt.
41198,Chemical production materials for many purposes.
41199,A basic production material.
