ID,String
1050,World Ownership Perks
1051,(75%%) Vortex Network Bypass
1052,(50%%) 5%% World Service Income
1053,Objects Per Territory (Increases every 10%% owned)
1054,Unowned
1055,COOLDOWN UNTIL %1!s!
1056,Premium Game Time: %1!u! days
1057,%1!u! Leftover Seconds
1058,Faction Type
1059,Skill Timer Boost: %1!u!%%
1060,Ability to change rank permissions
1061,Enable Health/Aura Indicators
1062,Departments
1063,Information
1064,Leader
1065,Add Member
1066,Ability to manage departments
1067,Ability to mail [FACTION]
1068,Faction Chat Rank Color
1069,Item Rarity
1070,Attack
1071,Armed
1072,Unholstered
1073,Autoattack
1074,Hackers
1075,WARNING: You are being targeted due to the owner's relation to your faction! Leave the area immediately or you will be fired upon!
1076,WARNING: Attempted Infiltration detected!
1077,"WARNING: Lethal weapons, turrets, and explosive charges are not allowed in this area! Leave immediately or you will be fired upon!"
