ID,String
30050,9mm Standard Rounds
30051,Energy Cell
30052,7.62mm Standard Rounds
30053,High Capacity Energy Cell
30054,Plutonium Cell
30055,5.54mm Standard Rounds
30056,7.62mm Titanium Rounds
30057,9mm Rubber Rounds
30058,7.62mm Rubber Rounds
30059,7.62mm Electromagnetic Rounds
30080,Biocell
30081,Small MediKit
30082,Standard MediKit
30083,Battle MediKit
30084,Emergency MediKit
30085,Nanomachine Autoinjector
30086,Nanomachine Autoinjector Mk2
30087,Adrenaline Autoinjector
30088,Electrolyte Autoinjector
