ID,String
14350,Communication Module
14351,Lower Deck
14352,Mid Deck
14353,Upper Deck
14354,Harbor Cafe
14355,Central Junction
14356,Spaceport
14357,Colonial Core
14358,Shipment Core
14359,Panorama
14360,Entrance Hall
14361,Aqua Square
14362,Square of The Big Wall
14363,Lower Hall
14364,Storage Hall
14365,Smelting Facility
14366,Biotech Facility
14367,Industrial Area
14368,Plasma Facility
14369,On the Rocks Bar
14370,Central Staircase
14371,Reload Cafe
14372,Landing Port Two
14373,Landing Port One
14374,Storage Bay
14375,Administration Hall
14376,Housing Module
14377,Housing Access
14378,Industrial Access
14379,Abandoned Office
14380,Medical Station
14381,Bypass Junction
14382,Exterior Access
14383,Transit Control
14384,Living Quarters
14385,Martian Surface
14386,Research Office
14387,Facility Two Entrance
14388,Facility One Entrance
14389,Cafeteria
14390,Military Office
14391,Vortex Access
14392,Medical Area
14393,Pumping Station
14394,Storage Center
14395,Station Junction
14396,Station Core
14397,Owen's Passage
14398,Factory Floor
14399,Rivers Walk
