ID,String
1000,Most Wanted
1001,Most Penalty
1002,Most Bounty
1003,Ability to set apartment as headquarters
1004,Bet
1005,Transfer Log
1006,Transfer Controls
1007,Progress
1008,LOCKED UNTIL %1!s!
1009,Ability to manage territories
1010,%1!s! / %2!s!
1011,Stole %1!u! UC
1012,Prisoners
1013,Can open barriers of:
1014,Ability to arrest
1015,Ability to free prisoners
1016,%1!u! / %2!u! Prisoners
1017,Target
1018,Search Timer
1019,Ready...
1020,Locked: %1!s!
1021,Removed
1022,Deposited
1023,Next Point: %1!s!
1024,%1!s! %2!s! (%3!u! Seconds)
1025,%1!u!x %2!s! Class %3!s! (Sec %4!u!)
1026,Summary
1027,Rewards
1028,Select One
1029,Auto-Recycle
1030,Convenience Cost
1031,Fill from storage
1032,- Refinement Schematics -
1033,Expired Items
1034,Buyback Items
1035,Destination
1036,Storage Location
1037,%1!u! Second(s)
1038,Usage Permission
1039,Relation Taxes
1040,Browser URL
1041,Total Remaining Faction Electric Units
1042,Number of Objects
1043,Generated Electricity
1044,Required Electricity
1045,Generated Electricity: %1!u!
1046,Required Electricity: %1!u!
1047,Services
1048,Territories
1049,Ownership Distribution
