ID,String
40950,These trousers are extremely comfortable but somewhat gauche.
40951,Meant for long hikes in only the cleanest locations.
40952,A good faction prides itself on the loyalty of its members.
40953,These trousers can be worn while making contracts and while executing them.
40954,Employees of the Corporations must be willing to travel long distances to acquire the materials they need.
40955,These trousers are standard issue to Eurocore employees.
40956,These trousers are worn by the newage citizen with attitude.
40960,These trousers should only be worn before labor day.
40961,These pants are worn by masters of diplomacy.
40962,Worn while working long shifts at the mining terminal.
40963,This amazing pair of pants was designed by Silly Produtions.
40964,Grey pinstripe trousers with a boot leg.
40973,Rock debris containing minerals that can be mined at DeMorgans Castle prison. Use your mining tool and mine as many rocks as you can to reduce your penalty points more quickly and shorten your prison time.
40974,Rock debris containing minerals that can be mined at DeMorgans Castle prison. Use your mining tool and mine as many rocks as you can to reduce your penalty points more quickly and shorten your prison time.
40975,Rock debris containing minerals that can be mined at DeMorgans Castle prison. Use your mining tool and mine as many rocks as you can to reduce your penalty points more quickly and shorten your prison time.
40976,This item does not have a description
40977,This item does not have a description
40978,This item does not have a description
40979,The egg of an alien life form.
40980,Submit this card to your nearest Security Pad to assign your murderer Penalty Points.
40981,"A token used at events. Don't lose it, it might be valuable."
40982,"A token used at events. Don't lose it, it might be valuable."
40983,"A token used at events. Don't lose it, it might be valuable."
40985,This ticket allows you to travel between worlds. Thank you for using the Vortex Network!
40989,"This small electronic unit allows to interface with secured objects or machines and infiltrate their security systems, giving access to private administrative configuration options."
40990,"This small electronic unit allows to bypass the security fields of secured objects or machines and reconfigure their ownership parameters, giving access to private administrative configuration options."
40991,"As the output of an infiltration unit, this ticket stores the access ID of an apartment. It may be used alongside a hacking tool and an infiltration unit to gain access to an apartment."
40992,"Utilizing remnant technology, these small control objects will allow a faction to gain control over an area. After initialization, the placing faction will be able to deploy territorial objects types."
40993,"Widely utilized due to its relative stability, this explosive charge is a force to be reckoned with. After being armed and detonated, any deployables and living organisms in the area will be annihilated."
40994,"Utilizing the same technology that makes FTL travel possible, this small generator will create electricity to power various services within owned territory on a given world."
40995,"Making use of advanced production facilities, this deployable manager is capable of creating and monitoring production processes within a territory."
40996,"Through exploitation of the multicom protocol established by the Dominion, this deployable will allow the user to gain access to the multicom from a designated entry-point."
40997,"Making use of advanced marketing systems, this deployable marketing vendor will allow the owning faction to sell items to others in their territory."
40998,No territory would be complete without gambling! This special deployable will allow users to bet their credits for a chance at winning more.
40999,"Tapping into the core transportation system, this special deployable will allow users to transport items off-world without going to an item storage."
