ID,String
30450,Locans Patrol Gloves (Female)
30451,Locans Pressured Gloves (Female)
30452,Pythica Special Operations Gloves (Female)
30453,Pythica Mobile Infantry Gloves (Female)
30454,Pythica S1 Gloves (Female)
30455,Pythica Sustained Battle Gloves (Female)
30456,NanoTech Trauma Gloves (Female)
30457,NanoTech Scout Gloves (Female)
30458,NanoTech Voltaic Gloves (Female)
30459,NanoTech Cognizant Gloves (Female)
30460,Hypobaric Gloves (Female)
30461,Metabolic Gloves (Female)
30462,Venom Gloves (Female)
30463,Detox Combat Gloves (Female)
30464,Delta Powered Gloves (Female)
30465,Havoc Powered Gloves (Female)
30466,Firstborn Powered Gloves (Female)
30467,Legionnaire Powered Gloves (Female)
30468,PreMet Buffer Gloves (Female)
30469,PreMet Contact Gloves (Female)
30470,PreMet Collision Gloves (Female)
30471,PreMet Impact Gloves (Female)
30472,Dilatant 46b Gloves (Female)
30473,Aramid Modified Gloves (Female)
30474,Dilatant 50b Gloves (Female)
30475,Aramid Basic Gloves (Female)
30476,Infensus Minimalist Gloves (Female)
30477,Infensus Shock Gloves (Female)
30478,Infensus X1 Assault Gloves (Female)
30479,Infensus Heavy Gloves (Female)
30480,Incognito Gloves (Male)
30481,XenoTech Expeditionary Gloves (Male)
30482,Incognito Gloves (Female)
30483,Skeleton Gloves (Male)
30484,Skeleton Gloves (Female)
30485,Jack-o'-lantern Gloves (Male)
30486,Jack-o'-lantern Gloves (Female)
30487,Locans Stabilized Gloves (Female)
30488,Locans Stabilized Gloves (Male)
30489,Pythica Durable Battle Gloves (Female)
30490,Pythica Durable Battle Gloves (Male)
30491,NanoTech Vitality Gloves (Female)
30492,NanoTech Vitality Gloves (Male)
30493,Leech Gloves (Female)
30494,Leech Gloves (Male)
30495,Justicar Powered Gloves (Female)
30496,Justicar Powered Gloves (Male)
30497,PreMet Tremor Gloves (Female)
30498,PreMet Tremor Gloves (Male)
30499,Aramid Altered Gloves (Female)
