ID,String
40500,Stylish dress shoes in black.
40501,Stylish dress shoes in brown.
40502,Stylish dress shoes in white.
40503,Indirect Designs brings you stylish yet rugged footwear.
40504,Unlike the name suggests these shoes a fashionably loud. 
40505,"Designed for the original colony explorers, Fear To Tread shoes work in all elements."
40506,The ultimate walking experience.
40507,"Military designed, fashionably constructed."
40508,"This exquisite style of foot wear, works perfectly with the right suit."
40509,The Fine Line Shoes are the ultimate in must have footwear.
40510,"Lizard Tech's famous footwear design, in blue."
40511,"Lizard Tech's famous footwear design, in black."
40512,"Scarpa Incorporated's running shoes for women, incorporating top notch arch and heel protection for maximum stability."
40513,Scarpa Incorporated's multipurpose shoes for women. This design is widely popular due to the simple design which makes it suitable for all occasions.
40514,Scarpa Incorporated's latest claim to street cool. Its understated design and subtle stylistic touches have made it widely popular with youth.
40515,"Zapato Luxury's high boots, marketed as especially accentuating on a woman's figure due to the special motifs incorporated into the design."
40516,"Zapato Luxury's entry-level boots, but as a testament to this firm's quality, it is the bestselling boots in the Dominion as of 2140."
40517,"Zapato Luxury's boots for women who wish to exude a more exciting aura, featuring studs on the sides from the ankle up."
40518,"Zapato Luxury's foray into ankle length boots, featuring a lighter color for day-to-day occasions."
40519,"Zapato Luxury's foray into ankle length boots, featuring a darker color for more formal occasions."
40520,"The premium all-terrain shoes from Esporte Footwear, featuring maximum all-round support, ensuring maximum protection from harsh terrain."
40521,"The shoes designed specially for comfort from Esporte Footwear, featuring expensive synthetic padding inside for feeling that is like walking on air."
40522,"The premium hiking shoes from Esporte Footwear, featuring all-round support as well as being waterproof to ensure your feet stay dry when hiking in intemperate weather."
40523,"The shoes specially designed for watersports by Esporte Footwear, utilizing state of the art membrane technology to keep water out. Has recently become popular for regular day-to-day use due to the comfort it affords."
40524,"Klasse Limited's ankle length boots, featuring a radical design that has been popular in Manhattan fashion circles lately."
40525,"Esporte Footwear's foray into female footwear, featuring an extremely lightweight design that has proven successful in professional athletics."
40526,"Klasse Limited's immensely popular boots which reflect the top notch designs from Klasse's chief designer, Klasse von Velt. Features high heels and leather straps."
40527,"Klasse Limited's bestselling ankle boots designed by Klasse von Velt which fit closely to the silhouette, resulting in a very flattering look."
40528,The shoes made popular by the agents of the Galactic Intelligence Service.
40529,The shoes made popular by the agents of the Galactic Intelligence Service.
40530,Aquatican Brew - Cold beer at its best.
40531,Nano Bite Burger - Made with real vat grown meat.
40532,Pulse Mineral Water - A quality drink from CMG.
40533,Mystical Cola - Refined from the freshed mineral waters on Aquatica.
40534,Ginnan Sushi - Made from the finest marine species on Arcturus.
40535,Flying Orange - Coffee in a bag with orange flavour.
40536,DoubleCheese Mystique - The new age pizza.
40537,"Hey bunny, what's this? You dropped that. You can't drop that here. /signed LED"
40538,An egg that makes every bunny proud. Nice'n'red and also useful to throw at fellow Dominion authorities.
40539,"This egg, although not a real one, gives you quite an edge in combat. Use it and feel your inner demons growing."
40540,"Egg coming from gene manipulated, 3 feet tall, Tokyo Chicken. One egg and you'll have enough cholesterol for a month."
40541,An egg rich of colonial organic material. Gives you a strong immediate health and stamina boost. Makes you wonder what's it really made of.
40542,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a piece of marketplace clothing or a hat, with the potential of even giving a Crown."
40543,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a mechanical augmentation with a 5-15%% buff to their effectiveness, with the potential of even giving a Personal Turret."
40544,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a weapon with a 5-15%% damage buff, with the potential of even giving a Golden Zanathid."
40545,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a medical item with a 10-20%% buff to their effectiveness."
40546,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you a rare production mod."
40547,"Once unlocked using a key (available on the marketplace at http://www.faceofmankind.com/marketplace/store), this box will randomly give you an armor item with a 5-20%% protection buff, with the potenial of even giving Exile Armor."
