ID,String
50200,Stop
50201,AX
50202,Unlabeled
50203,Next Track
50204,Numpad Enter
50205,Right Ctrl
50206,Mute
50207,Calculator
50209,Stop
50210,Volume -
50211,Volume +
50212,Web Home
50213,"Numpad ,"
50214,Numpad /
50215,SysRq
50216,Right Alt
50218,Home
50219,Up Arrow
50220,PgUp
50221,Left Arrow
50222,Right Arrow
50223,End
50224,Down Arrow
50225,PgDn
50226,Insert
50227,Delete
50228,Left Win
50229,Right Win
50230,AppMenu
50231,System Power
50232,System Sleep
50233,System Wake
50234,Web Search
50235,Web Favorites
50236,Web Refresh
50237,Web Stop
50238,Web Forward
50239,Web Back
50240,My Computer
50241,Mail
50242,Media Select
