ID,String
30950,Green Dominion Trousers (Female)
30951,White Traveler Trousers (Female)
30952,Loyalty Trousers (Female)
30953,Contract Trousers (Female)
30954,Brown Traveler Trousers (Female)
30955,Gray Trousers (Female)
30956,Neon Trousers (Female)
30960,White Trousers (Female)
30961,Diplomatic Trousers (Female)
30962,Miner Trousers (Female)
30963,Stunning Bell Bottom Pants (Female)
30964,Executive Trousers (Female)
30973,Mineral Rock
30974,Mineral Rock
30975,Mineral Rock
30976,Backpack
30977,Backpack
30978,Backpack
30979,Alien Egg
30980,Murder ID Card
30981,Bronze Token
30982,Silver Token
30983,Golden Token
30984,Deployable Shield
30985,Vortex Ticket
30986,Influence Generator
30987,Medical Unit
30988,Mining Rig
30989,Infiltration Hacking Interface
30990,Bypass Hacking Interface
30991,Apartment Identifier
30992,Territory Controller
30993,Salvotech CX-90 Explosive Charge
30994,Vortex Reactor
30995,Production Manager
30996,Multicom Access Point
30997,Market Vendor
30998,Slot Machine
30999,Transport Storage
