ID,String
14000,INVALID
14001,Space Harbor
14002,Western Outlook
14003,Drilling Station
14004,Plasma Core
14005,Storage Hall
14006,Marketplace
14007,Satellite Access
14008,Recreation
14009,Bar
14010,Chemical Refinery
14011,Medical Treatment
14012,Eastern Outlook
14013,South Wing
14014,Colony Surveillance
14015,Vortex Net Access
14016,Inner ICC
14017,Trade Floor
14018,Storage
14019,Miners' Quarters
14020,Leisure Ground
14021,Dolly Inc. Medcenter
14022,Black Cave
14023,Android's Canyon
14024,Water Treatment
14025,Smelting
14026,Biomill
14027,Arthur's Fjord
14028,Sea Harbor
14029,Command Room
14030,Ceres Delta Control
14031,Police Station
14032,Pressure Regulation
14033,Underground
14034,Shiver Hall
14035,Titan Core
14036,Delta Sector
14037,Storage Access
14038,Vortex Node
14039,Burning Sunset Valley
14040,Horseshoe
14041,Western Platform
14042,C.M.G. Outpost
14043,Titans' Pit
14044,Water Purification Plant
14045,Dome
14046,Medical Service
14047,Smelting Facility
14048,Dome Central Market
14049,Storage Access
