ID,String
100,Interface Options
101,Exit Game
102,Apply Changes
103,Empty Mailbox
104,Edit Agenda
105,Cancel Insurance
106,Notepad
107,Continue
108,Reset To Defaults
109,Credits
110,Join Group
113,Create Voting Ballot
114,Reset all Filters
115,Storage Overview
116,View Details
117,Transfer
118,Add Goal
119,Submit
120,Found Faction
121,Buy Headquarters
122,Change
123,Transfer to Faction Pool
124,Leave Department
125,Faction Settings
126,Transfer Faction Funds
127,Disband
128,New Request
129,Remove Me
131,Default
132,Delete
138,Update
139,Add Note
140,Delete Note
141,Calculator
142,Calculate
144,Vote
145,Capital Demotion
146,Restore Faction Privileges
147,Withdraw Faction Privileges
148,Administration Log
149,<<<
