ID,String
30650,Protester Jacket (Male)
30651,Shadow Wrap (Male)
30652,Stylized Jacket (Male)
30653,Gray Defense Jacket (Male)
30654,Neon Defense Jacket (Male)
30655,Civilian Adama Jacket (Male)
30656,Civilian Menasco Sports Jacket (Male)
30657,Civilian Midnight Black Jacket (Male)
30658,Civilian Gentleman's Jacket (Male)
30670,Patrolman Trenchcoat (Male)
30671,Soldier Trenchcoat (Male)
30672,Anarchy Trenchcoat (Male)
30673,Riot Trenchcoat (Male)
30674,Assassin Trenchcoat (Male)
30675,Miner Trenchcoat (Male)
30676,Production Trenchcoat (Male)
30677,Explorers Trenchcoat (Male)
30678,Technician Trenchcoat (Male)
30679,Protector Trenchcoat (Male)
30680,Assault Trenchcoat (Male)
30681,Mankind Trenchcoat (Male)
30682,Trenchcoat of the Shadows (Male)
30683,Utility Trenchcoat (Male)
30684,Colonization Trenchcoat (Male)
30685,Neon Technician Trenchcoat (Male)
30686,Civilian Enfield Overcoat (Male)
30690,Defender Robe (Male)
30691,Elder Robe (Male)
30692,Luxury Robe (Male)
30693,Robe of Shadows (Male)
30694,Deep Mines Duster (Male)
30695,Gray Robe (Male)
