ID,String
31151,Canister (Anthracite)
31152,Canister (Bauxite)
31153,Canister (Beryllium)
31154,Canister (Caoutchouc)
31155,Canister (Chemical Substances)
31156,Canister (Chrome)
31157,Canister (Coal)
31158,Canister (Cobalt)
31159,Canister (Copper)
31160,Canister (Diamonds)
31161,Canister (Gold)
31162,Canister (Iridium)
31163,Canister (Iron)
31164,Canister (Manganese)
31165,Canister (Crude Oil)
31166,Canister (Nickel)
31167,Canister (Organic Material)
31168,Canister (Plasma)
31169,Canister (Platinum)
31170,Canister (Silicon)
31171,Canister (Silver)
31172,Canister (Titanium)
31173,Canister (Vanadium)
31174,Canister (Water)
31175,Canister (Tungsten)
31176,Canister (Uraninite)
31177,Canister (Lithium)
31194,Aluminium
31195,Titanium Alloy
31196,Metal Alloy
31197,Special Steel Alloy
31198,Chemicals
31199,Carbon
