ID,String
41000,Show how anti establishment you are by wearing XXY corporation's latest shirt
41001,"The futures bright, brighter when wearing this shirt."
41002,Snakes may be extinct but they live on with this synthetic design 
41003,Military looking jacket in a ocean blue.
41004,"In honor of the man who sent the first probes into space, ALM created this."
41005,The peak of human condition meets the peak of sportsware design
41006,The EuroCore inspired jacket is prominent in the far reaches of space
41007,"Defined Incognito Response Trenchcoat, perfect for blending in the crowd."
41008,This chocolate and lime jacket is the height of fashion in STS Genesis.
41009,This shirt shows off the real you without going too far outside the box.
41010,This shirt isn't affiliated with the Space Golf League.
41011,Working 9 till 5? Your probably wearing this then.
41012,Made to fit and exquisitely tailored to the refined Gentleman.
41013,Every gentleman of leisure cannot be seen without this.
41014,This timeless design is inspired by the innovators of the past
41015,"Guarding against the elements, this jacket will keep you dry in your travels."
41016,"In a throwback to the classic look trenchcoats of the 20th century, Enfield appeals to all."
41017,The trenchcoat is a throwback to the great styles of the post war era 2056.
41018,I want my presents. NOW!
41019,no description
41020,"A replica of the overcoat worn by the organization known as the Men in Black, produced by independent clothing manufacturers based on photos and videos of known members of the MIB."
41021,This shirt is given to members of the Face of Mankind staff as a sign of their status.
41022,This shirt is given to members of the Face of Mankind staff as a sign of their status.
41023,"An interesting trenchcoat that takes you back to an era before cotton and silk, where natural resources were all one could cover themselves with."
41024,"An interesting trenchcoat that takes you back to an era before cotton and silk, where natural resources were all one could cover themselves with."
41025,A Halloween themed shirt to celebrate the holidays.
41026,"Said to bear the image of hell itself, this shirt depicts the darkness of humanity."
41027,The top half of a black shuck Halloween costume.
41028,The top half of a echion Halloween costume.
41029,A very stylish black jacket.
41030,A very out there jacket meant to help the wearer truly stand out in a crowd.
41031,"Created by a designer on the outer rim, this trenchcoat will make sure you are recognized."
41032,"Like a thief into the night, this coat will hide you in the darkness of shadows."
41033,The robe of the mythical vampire race. This is a sign of their mysterious ways and dark upbringing.
41034,"When in doubt, nub out."
41035,"Designed by the fabled 'Dom De Dillo', this fantastic piece will help you in your quest to spread holiday cheer! Unless of course your goal is to terrorize others, in which this is the perfect style for the season."
41036,A stylish black shirt.
41037,The shirt of a shadow.
41038,A very fine black suit jacket.
41039,A very fine blue suit jacket.
41040,A stylish blouse designed by the famous Marquis de Auralius.
41041,A top artfully crafted by Chromian Designs.
41042,This top is a unique piece designed by A.M. Malaney.
41043,A beautifully designed jacket from Oriental Designs.
41044,Special designed material from Vortex Inc. that keeps you cool in the hottest of places.
41045,A jacket lined with synthetic fur.
41046,A beautiful coat inspired by the wonders of Aurelia.
41047,A trenchcoat made with the purest of materials.
41048,A trenchcoat inspired by mother nature herself.
41049,A shirt that made Bejiffy a known brand on a galactic scale.
