ID,String
20051,INVALID
20052,Ability to use Small Medikits.
20053,Ability to use Standard Medikits.
20054,Ability to use Battle Medikits.
20055,Ability to use Emergency Medikits.
20056,%1!u!%% greater effects from medikits.
20057,TODO
20058,%1!u!%% greater effects from injectors.
20059,Ability to use standard armor.
20060,Ability to use light ballistic armor.
20061,Ability to use heavy ballistic armor.
20062,Increases sprint stamina by %1!s! seconds.
20063,%1!u!%% reduction to ballistic armor durability loss.
20064,%1!s!%% higher agility while wearing ballistic armor.
20065,Ability to use light energy armor.
20066,Ability to use heavy energy armor.
20067,%1!u!%% reduction to energy armor durability loss.
20068,%1!s!%% reduction to energy armor agility penalties.
20069,Ability to use hacking tools.
20070,Ability to use infiltration tools.
20071,Ability to place influence generators.
20072,TODO
20073,Ability to use mechanical augmentations.
20074,Ability to use nano-machine augmentations.
20075,Additional %1!u! clones on nano-augmentations.
20076,Decreases augmentation drain to %1!u!%% of original value.
20077,TODO
20078,Ability to use the Zanathid 5 Inflex ballistic pistol.
20079,Ability to use the Ryx 7 Streamline energy pistol.
20080,Ability to use the Armalite Survival knive.
20081,Ability to use the Techtronic 6x6 ballistic SMG.
20082,TODO
20083,TODO
20084,Ability to use the RGI-9 ballistic rifle.
20085,Ability to use the Orbit XB Infineon energy rifle.
20086,Ability to use the Enfield Life Protector energy tazer.
20087,Ability to use the FGz-78 grenade.
20088,Ability to use the Militek EMP grenade.
20089,Ability to use the Hallem TAR7 Tactical Assault Rifle.
20090,Ability to use the Chrono Enervon Pistol EP24.
20091,Ability to use the Linner PP7 ballistic rifle.
20092,Ability to use the Salvotec HP220 grenade.
20093,Ability to use the EMP-Rv3 grenade.
20094,Ability to use the Gakk MG6 ballistic SMG.
20095,Ability to use the Protonix Barracuda ballistic pistol.
20096,Ability to use the Aurelian Technologies Dominator.
20097,Ability to use the CryoTech Medigun CM1.
20098,Ability to use the Frostbite energy rifle.
20099,Ability to use the HR420 energy pistol.
